cluster_id,L,a,b,R,G,B,HEX,global_proportion,colour_record_count,garment_count,chroma,hue_angle_deg,is_neutral,sort_group,palette_index
31,48.3907945295551,-0.464924042083263,-1.2524810884950317,113,115,117,#717375,0.004614590536212774,76,76,1.3359877401925284,249.63495101095378,True,0,48
236,11.282406999359182,-1.1037013163244698,-6.119532701942022,23,31,38,#171F26,0.004054540413588101,32,32,6.218266405180321,259.7762079866632,True,0,49
394,54.19055428482972,-0.10174124726242706,-5.31710776440379,125,130,139,#7D828B,0.002904670553420894,54,54,5.318081069302872,268.90379637961735,True,0,50
224,67.80123689561412,0.16936463777936162,-5.198030923346886,161,165,174,#A1A5AE,0.004065518390501728,65,65,5.200789349762266,271.8661772772773,True,0,51
157,39.557265075650044,0.28352382239324303,-4.173288771703072,90,93,100,#5A5D64,0.004268727741968133,65,65,4.182908668604589,273.88657377614607,True,0,52
100,59.41047385837405,0.6581996233504182,-6.5425708816648065,139,143,154,#8B8F9A,0.0028132908909218094,51,51,6.5755958274354755,275.7447755285164,True,0,53
79,16.670567318172626,0.5552693781927038,-3.7865947932511896,39,41,47,#27292F,0.006149218490934972,45,45,3.827090828636751,278.34244204698325,True,0,54
446,20.68423406833778,0.6362885808322005,-3.73270674350583,48,50,55,#303237,0.003955667437022316,37,37,3.7865502493841747,279.67382901668464,True,0,55
111,8.210324039373155,0.5830728605543234,-3.121073105015341,23,24,28,#17181C,0.01221342712148777,76,76,3.17507028072846,280.5819059913496,True,0,56
217,87.65439144129599,1.3313202979802865,-5.874171066920994,217,219,231,#D9DBE7,0.00449515415252537,37,37,6.023146973075291,282.7697723306609,True,0,57
364,10.362716946499944,0.1960421340427354,-0.8235238601995554,28,28,29,#1C1C1D,0.015303368040913251,85,85,0.8465365122887533,283.3901948936196,True,0,58
142,5.137314512960899,1.5282370425490006,-5.796089456129637,15,17,25,#0F1119,0.008561794575871742,56,56,5.994177294815034,284.7708353776171,True,0,59
424,14.039234102129562,1.815446098676201,-6.417823413913981,34,35,45,#22232D,0.004614670306130695,31,31,6.669655306639253,285.79491748852575,True,0,60
313,93.17660977635339,0.8302502933774178,-2.812959238482755,234,235,241,#EAEBF1,0.005472644704119951,42,42,2.9329260520883866,286.4440659137675,True,0,61
47,24.530729363942925,1.639735443816745,-5.344429222549039,57,58,66,#393A42,0.005230291209409727,57,57,5.59031806255646,287.0566460240665,True,0,62
273,82.37994207523366,1.8931425013966887,-5.598502879530727,204,204,215,#CCCCD7,0.003096775828734534,37,37,5.909925805177959,288.68304647523405,True,0,63
381,27.830273074863662,1.0872854594766324,-3.1451929765674485,65,65,70,#414146,0.005961149837692561,76,76,3.3278263972506914,289.07014152880896,True,0,64
300,31.82562765712316,2.0905008985988127,-5.128381463671813,74,74,83,#4A4A53,0.004822181277668026,64,64,5.538094477703959,292.1774628251303,True,0,65
322,18.556971433257605,3.043317679573052,-6.976800651845158,45,44,55,#2D2C37,0.0052999868782101014,46,46,7.611670633598706,293.56708665342427,True,0,66
45,9.327661856654942,3.1642835045462983,-6.8781724114782055,26,25,35,#1A1923,0.006877058992763319,49,49,7.57112579602028,294.70465912070483,True,0,67
128,3.2380724108623653,0.8882192829792457,-1.827944953711342,12,11,15,#0C0B0F,0.014608688307246582,81,81,2.0323179496463943,295.9156450691395,True,0,68
65,12.458123641057327,1.450488537108754,-2.852162066243229,33,32,36,#212024,0.007940246145506017,51,51,3.1998039703082966,296.9559559661577,True,0,69
21,75.26010670471693,1.9601626857690384,-3.5372176233145125,186,184,192,#BAB8C0,0.005188949468296236,71,71,4.044025997612782,298.99319626178783,True,0,70
4,87.59752967491718,0.43374857839942127,-0.7815084870941171,220,219,221,#DCDBDD,0.008199976525342361,72,72,0.8938083377680334,299.0309118544377,True,0,71
